roi1,extroi1,roi2,extroi2,roi3,extroi3,roi4,extroi4,roiexc1,extroiexc1,roiexc2,extroiexc2,dilroi1,dilroi2,dilroi3,dilroi4,dilroiexc1,dilroiexc2,evaluation,bidir,label,fgnum,hemi,slabel,shemi,nhlabel,wbt,usecortex,tckmaxlen,tckminlen,tckangle,algorithm,select,cutoff,maxDist,maxLen,numNodes,meanmed,maxIter
Left-MDl_AND_Left-MDm,.nii.gz,L_Area_8Ad,.nii.gz,NO,.nii.gz,NO,.nii.gz,Left-AV,.nii.gz,Left-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL36,36,L,AL36,L,AL,0,0,180,20,45,iFoD2,5000,0.05,3,3,100,median,3
Left-MDl_AND_Left-MDm,.nii.gz,L_Area_9-46d,.nii.gz,NO,.nii.gz,NO,.nii.gz,Left-AV,.nii.gz,Left-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL37,37,L,AL37,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
Left-MDl_AND_Left-MDm,.nii.gz,L_Area_anterior_9-46v,.nii.gz,NO,.nii.gz,NO,.nii.gz,Left-AV,.nii.gz,Left-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL38,38,L,AL38,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
Left-MDl_AND_Left-MDm,.nii.gz,L_Area_46,.nii.gz,NO,.nii.gz,NO,.nii.gz,Left-AV,.nii.gz,Left-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL39,39,L,AL39,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
Left-MDl_AND_Left-MDm,.nii.gz,L_Area_posterior_9-46v,.nii.gz,NO,.nii.gz,NO,.nii.gz,Left-AV,.nii.gz,Left-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL40,40,L,AL40,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
Left-MDl_AND_Left-MDm,.nii.gz,L_Area_8C,.nii.gz,NO,.nii.gz,NO,.nii.gz,Left-AV,.nii.gz,Left-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL41,41,L,AL41,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
Left-MDl_AND_Left-MDm,.nii.gz,L_Area_8Av,.nii.gz,NO,.nii.gz,NO,.nii.gz,Left-AV,.nii.gz,Left-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL42,42,L,AL42,L,AL,0,0,180,20,45,iFoD2,5000,0.05,3,3,100,median,3
Left-MDl_AND_Left-MDm,.nii.gz,L_Inferior_6-8_Transitional_Area,.nii.gz,NO,.nii.gz,NO,.nii.gz,Left-AV,.nii.gz,Left-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL43,43,L,AL43,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
Left-MDl_AND_Left-MDm,.nii.gz,L_Superior_6-8_Transitional_Area,.nii.gz,NO,.nii.gz,NO,.nii.gz,Left-AV,.nii.gz,Left-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL44,44,L,AL44,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
Left-MDl_AND_Left-MDm,.nii.gz,L_Superior_Frontal_Language_Area,.nii.gz,NO,.nii.gz,NO,.nii.gz,Left-AV,.nii.gz,Left-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL45,45,L,AL45,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
Left-MDl_AND_Left-MDm,.nii.gz,L_Area_8B_Lateral,.nii.gz,NO,.nii.gz,NO,.nii.gz,Left-AV,.nii.gz,Left-fimbria,.nii.gz,1,1,0,0,0,5,0,1,HAL46,46,L,AL46,L,AL,0,0,200,20,45,iFoD2,5000,0.05,3,3,100,median,3
